DATE,TN,TG,TX,RR,sfcwind,rsds,ps,rlds,hurs,LON,LAT
1961-01-01,2.176422,4.7456055,6.996643,0.62610626,3.4758005,60.265186,100721.29,277.4743,88.321785,-0.25,47.25
1961-01-02,7.0603943,9.974213,11.709625,9.06285,6.764112,20.989576,99543.48,342.05435,93.53263,-0.25,47.25
1961-01-03,4.0462036,7.0744934,11.374939,7.551192,6.3643866,44.480293,98340.77,303.93378,82.49444,-0.25,47.25
1961-01-04,2.5369263,5.3888855,8.94574,0.28071147,3.9675114,53.447163,99228.29,271.81528,88.422386,-0.25,47.25
1961-01-05,2.153778,4.4096985,6.502136,0.0,3.589452,54.89946,101052.016,285.67178,84.05365,-0.25,47.25
1961-01-06,3.7599487,7.369049,9.158234,13.382059,7.0184255,10.865801,100176.734,323.36224,88.42505,-0.25,47.25
1961-01-07,2.5804749,4.3486633,5.787964,8.379337,3.7425625,15.10958,100860.38,307.702,90.982376,-0.25,47.25
1961-01-08,7.6108704,9.063629,10.238556,2.3072124,4.219631,35.205822,100679.63,334.9426,94.28135,-0.25,47.25
1961-01-09,5.1416016,7.8403625,9.692383,4.047727,5.122945,38.184185,100678.86,312.13757,90.46075,-0.25,47.25
1961-01-10,5.9814453,7.393402,9.0781555,14.617827,4.7929225,10.792962,99406.77,341.04272,95.4661,-0.25,47.25
1961-01-11,0.22372437,4.017273,5.7552795,0.32671925,5.803431,49.771667,101130.42,288.02283,85.545105,-0.25,47.25
1961-01-12,-0.96661377,0.9223633,3.999939,0.0,3.8164918,56.510433,102377.23,240.13963,81.15107,-0.25,47.25
1961-01-13,-1.5232544,0.588501,4.53421,0.0,2.52563,73.18956,102554.72,238.03394,77.83464,-0.25,47.25
1961-01-14,-1.5401001,1.6086121,6.2803955,0.0,2.9421167,60.61163,102383.46,256.9783,81.5086,-0.25,47.25
1961-01-15,-1.3963928,0.36132812,1.5072937,0.375955,5.278577,36.863132,101617.34,291.41586,80.24971,-0.25,47.25
1961-01-16,-3.8485413,0.11383057,3.7917786,0.0,2.126851,61.85936,101137.24,258.92844,81.609856,-0.25,47.25
1961-01-17,-1.1806946,1.5451355,4.7460938,0.110020526,2.6666517,77.17999,101517.66,263.744,83.40198,-0.25,47.25
1961-01-18,-1.43573,1.3594666,5.2266846,0.0,3.0038984,60.41668,101732.22,251.24113,78.24931,-0.25,47.25
1961-01-19,0.40341187,3.828949,6.5186157,2.6163867,4.7169857,24.396734,101342.53,309.3261,87.75932,-0.25,47.25
1961-01-20,3.8606873,5.947357,8.414642,0.2436298,3.0868225,44.752594,101394.945,294.56454,94.252884,-0.25,47.25
1961-01-21,2.7945251,4.7991333,7.923645,0.0,2.7852597,70.776764,100780.71,276.28122,92.02037,-0.25,47.25
1961-01-22,2.9424133,5.359131,8.780334,0.0,3.2612925,64.59187,100173.94,286.16568,89.06812,-0.25,47.25
1961-01-23,4.3382263,5.883606,8.58493,0.2846724,2.52614,70.10472,100112.87,298.1036,88.44922,-0.25,47.25
1961-01-24,2.1110535,4.8788147,7.4426575,1.8790256,3.0868447,59.773674,99776.43,291.77237,94.16777,-0.25,47.25
1961-01-25,4.1623535,6.347168,8.291504,7.182618,4.47055,46.154057,98964.75,313.52136,90.34157,-0.25,47.25
1961-01-26,-2.4127197,0.7154541,3.1358643,0.27687842,2.859072,80.169334,101123.53,266.28848,74.4531,-0.25,47.25
1961-01-27,-1.5735779,0.48797607,2.5343628,5.06728,5.1574984,30.05046,101361.49,290.68582,72.374275,-0.25,47.25
1961-01-28,3.227234,7.0662537,10.629425,5.653021,6.295344,9.389531,100662.086,333.98438,91.62404,-0.25,47.25
1961-01-29,4.077484,7.2175903,9.124695,1.3463585,6.4110255,31.083199,101378.62,302.20374,89.88205,-0.25,47.25
1961-01-30,9.105591,10.251892,11.157928,15.654688,9.653314,12.617501,100391.75,355.15,89.70953,-0.25,47.25
1961-01-31,7.921051,9.809021,11.515808,4.2157984,6.718333,50.481007,100213.72,333.4517,86.5607,-0.25,47.25
1961-02-01,5.41864,7.3105774,8.544037,4.849481,4.9572744,41.403343,100238.555,308.8797,86.61337,-0.25,47.25
1961-02-02,7.3143005,9.203888,10.392731,3.6556792,7.790181,68.18502,99733.3,329.6109,82.710434,-0.25,47.25
1961-02-03,4.7474976,7.2087708,9.168884,0.36600414,6.227649,64.50912,100411.19,292.2657,77.87919,-0.25,47.25
1961-02-04,4.1994934,8.660156,10.715485,4.6012015,6.08773,30.881474,100959.04,333.214,92.24213,-0.25,47.25
1961-02-05,6.811676,10.173798,12.025604,2.0839581,4.091801,44.822277,100891.16,339.00815,93.38757,-0.25,47.25
1961-02-06,6.288147,8.24762,12.07019,1.5385555,6.533272,40.392197,100584.41,312.93124,85.943504,-0.25,47.25
1961-02-07,4.8476257,6.8481445,9.433807,0.0,4.2942605,62.36788,101468.44,285.52667,81.12704,-0.25,47.25
1961-02-08,5.36911,8.011902,10.403687,0.44365478,4.1388583,42.59306,101700.33,320.62717,93.317635,-0.25,47.25
1961-02-09,5.4798584,9.848633,12.562653,0.8745188,4.297807,88.26246,102234.03,318.08218,84.92408,-0.25,47.25
1961-02-10,5.135803,7.2170105,9.999786,0.0,2.538519,79.02141,102475.234,283.07346,87.18892,-0.25,47.25
1961-02-11,3.948639,8.724823,11.721344,0.42015114,3.3840287,40.92497,101860.016,325.22824,94.25893,-0.25,47.25
1961-02-12,8.465454,10.450104,12.424988,0.34867615,2.7191467,56.896366,101787.23,344.45312,91.29796,-0.25,47.25
1961-02-13,6.0574036,9.35672,13.647736,0.0,2.4932563,63.834427,101498.62,301.59375,87.65022,-0.25,47.25
1961-02-14,7.055664,9.64679,13.208252,0.0,3.1717691,86.76171,101439.64,302.0969,87.31987,-0.25,47.25
1961-02-15,7.4898376,9.916138,12.796631,0.0,1.664428,63.702793,101954.15,324.35443,87.84463,-0.25,47.25
1961-02-16,5.2735596,9.983551,14.158264,0.0,2.0798738,90.78529,102296.49,307.5771,87.47027,-0.25,47.25
1961-02-17,5.7209473,8.499298,12.312439,0.0,2.8735232,130.94362,102093.11,274.3017,78.326065,-0.25,47.25
1961-02-18,3.0819702,7.5386963,14.568695,0.0,1.9366084,130.49812,102529.34,269.4797,79.75528,-0.25,47.25
1961-02-19,3.8613281,7.780609,12.875977,0.0,2.8046029,134.01321,102822.875,270.8681,86.78822,-0.25,47.25
1961-02-20,2.2946167,6.11911,10.570435,0.0,2.95493,121.69485,102194.16,271.97028,86.24039,-0.25,47.25
1961-02-21,2.5115662,7.151642,13.970703,0.0,1.6156063,139.32907,101734.51,269.30942,80.25243,-0.25,47.25
1961-02-22,2.174652,7.5742493,13.451294,0.0,1.7788715,139.035,101445.07,271.5428,77.05509,-0.25,47.25
1961-02-23,6.1963196,8.062256,10.017822,3.5805483,3.5537255,30.87412,101074.516,321.36053,91.039696,-0.25,47.25
1961-02-24,6.391754,9.436035,12.813416,0.0,5.442028,109.655205,100895.81,293.35654,81.98203,-0.25,47.25
1961-02-25,9.286041,10.682739,14.188934,2.999897,5.584802,85.0319,100823.56,329.16446,84.89097,-0.25,47.25
1961-02-26,7.9273376,11.307617,15.021088,0.0,4.5544877,94.40695,101657.3,321.07993,85.54541,-0.25,47.25
1961-02-27,10.123444,11.003113,12.096436,5.490281,4.4376907,42.860973,101530.12,342.69153,90.72287,-0.25,47.25
1961-02-28,6.85672,10.030884,12.252808,1.9392257,4.7328935,111.84887,101681.8,323.3039,79.323746,-0.25,47.25
1961-03-01,5.102356,9.172791,13.305878,0.23167536,2.6322918,113.33401,102220.08,302.22726,83.99831,-0.25,47.25
1961-03-02,4.3332825,9.09256,13.83252,0.0,1.5664383,114.66004,102490.73,299.33188,80.60595,-0.25,47.25
1961-03-03,2.945221,6.237671,10.220947,0.0,3.321438,164.70293,102810.21,256.42047,73.8695,-0.25,47.25
1961-03-04,0.91534424,5.8370667,11.855652,0.0,3.601076,159.14015,102768.18,254.61786,81.5454,-0.25,47.25
1961-03-05,0.8611145,6.1454773,12.219513,0.0,3.665557,171.11172,102636.82,254.12476,81.3688,-0.25,47.25
1961-03-06,2.9534607,8.486359,15.512543,0.0,2.634199,172.7396,102504.0,265.29996,74.054565,-0.25,47.25
1961-03-07,4.0405273,9.737915,16.640228,0.0,2.1250718,173.97011,102480.11,271.86563,71.7131,-0.25,47.25
1961-03-08,4.114563,8.578186,14.128937,0.0,3.0234149,174.94962,102477.32,267.75925,82.59073,-0.25,47.25
1961-03-09,2.6394958,8.864777,15.947693,0.0,3.0642657,175.19925,102061.62,270.90073,81.78339,-0.25,47.25
1961-03-10,4.7734375,10.937042,17.480225,0.0,3.002448,170.73726,102064.516,284.396,85.57358,-0.25,47.25
1961-03-11,8.335815,11.680176,15.448547,0.10523069,1.3093259,102.6677,102134.266,327.36148,85.61324,-0.25,47.25
1961-03-12,5.4312744,11.057983,16.499176,0.0,1.569987,150.67793,101988.7,305.05963,77.92175,-0.25,47.25
1961-03-13,7.839447,11.7829895,15.386566,0.0,2.1944776,124.28472,101867.86,314.9474,80.50978,-0.25,47.25
1961-03-14,7.561737,11.408203,16.141113,0.0,3.2186363,177.34468,101920.92,298.60358,81.58141,-0.25,47.25
1961-03-15,5.8304443,10.47168,15.964722,0.0,4.8458242,150.6873,101817.82,285.4339,78.8722,-0.25,47.25
1961-03-16,5.3055725,12.216248,19.997406,0.0,3.080542,193.84387,101495.73,291.5377,78.60679,-0.25,47.25
1961-03-17,9.050171,14.325684,20.461151,0.0,2.8197699,193.24033,101240.94,304.82224,78.25394,-0.25,47.25
1961-03-18,5.8997498,10.002838,12.559814,0.0,3.5407917,175.9697,100902.82,290.22876,74.040405,-0.25,47.25
1961-03-19,3.647766,6.920868,9.563934,1.957819,3.058423,145.75786,100910.4,291.22678,73.94087,-0.25,47.25
1961-03-20,-1.2224121,3.6299133,8.061188,0.0,3.1191518,180.85286,101054.914,246.76485,63.003593,-0.25,47.25
1961-03-21,1.0614929,5.4710693,9.719879,0.153847,4.090925,174.10251,100721.38,269.77664,70.99315,-0.25,47.25
1961-03-22,0.55651855,5.3531494,10.332977,0.121998005,3.3336852,176.14622,101604.87,267.84766,67.969505,-0.25,47.25
1961-03-23,0.4547119,6.8153076,13.238922,0.0,3.8147418,215.3897,101742.22,259.6003,73.26025,-0.25,47.25
1961-03-24,1.501709,8.135864,15.33847,0.0,3.5311754,220.73221,101582.49,263.06528,75.18779,-0.25,47.25
1961-03-25,1.2322083,8.200195,15.9001465,0.0,2.8232212,222.64517,101615.266,263.7625,68.19487,-0.25,47.25
1961-03-26,1.5078735,8.390411,14.529053,0.0,1.3788934,184.58084,101590.2,275.74097,65.073845,-0.25,47.25
1961-03-27,0.9142456,6.755066,12.10321,0.0,2.6048982,154.87282,101770.71,279.4337,76.10415,-0.25,47.25
1961-03-28,0.99798584,5.788727,10.316742,0.0,3.7036781,213.31413,101929.92,255.46677,57.9366,-0.25,47.25
1961-03-29,2.619049,6.576111,12.038483,0.0,2.2576547,175.00719,101553.06,277.982,50.18164,-0.25,47.25
1961-03-30,4.3642273,9.374878,12.83017,1.0112234,4.5871787,59.86397,101323.89,325.98254,88.30423,-0.25,47.25
1961-03-31,8.182892,12.310303,15.988281,0.7344015,2.5376236,135.81018,101036.164,343.42154,84.72177,-0.25,47.25
1961-04-01,8.134033,12.140289,15.411621,3.3275564,1.9813274,90.975426,100744.11,336.2206,87.46314,-0.25,47.25
1961-04-02,9.013794,11.848389,14.989929,1.5536162,2.5162244,130.24196,100424.73,326.6598,85.63752,-0.25,47.25
1961-04-03,8.418793,12.14859,16.883331,1.6542091,3.5887063,199.99376,100345.77,307.21765,83.1485,-0.25,47.25
1961-04-04,7.8948364,12.367889,17.046661,0.21393704,2.9559307,171.30139,99889.51,317.66953,83.51572,-0.25,47.25
1961-04-05,11.748413,13.520782,16.029663,5.1378636,4.055679,79.3383,99361.02,341.48224,91.332184,-0.25,47.25
1961-04-06,11.564301,14.7031555,18.85144,1.7812711,4.1298795,142.26308,99274.266,342.756,85.22082,-0.25,47.25
1961-04-07,11.86731,15.255981,19.252014,5.0662394,2.4167874,127.12412,100027.7,348.69412,85.13119,-0.25,47.25
1961-04-08,8.49588,15.284332,21.464386,0.47481838,1.6002934,227.42348,100802.54,321.227,79.1037,-0.25,47.25
1961-04-09,11.599487,15.27652,19.22705,1.2547543,2.4809978,138.65308,100524.414,345.09268,87.33676,-0.25,47.25
1961-04-10,10.517853,13.6604,15.868774,4.011998,3.9246428,138.81194,100175.57,331.75873,86.84632,-0.25,47.25
1961-04-11,9.445099,12.951355,17.174988,0.35650125,2.1374044,164.61891,100385.94,328.1811,79.66528,-0.25,47.25
1961-04-12,9.267853,14.669159,19.586243,0.11821471,2.8630323,179.56197,100619.65,327.65598,77.66931,-0.25,47.25
1961-04-13,11.22229,14.042908,16.799622,13.126629,2.4446387,94.548515,100164.05,340.33685,90.89594,-0.25,47.25
1961-04-14,9.322876,12.634033,16.166443,1.4943264,4.522413,232.87653,100191.484,299.66312,81.713974,-0.25,47.25
1961-04-15,7.14624,11.848633,16.638824,1.3705759,1.9675655,236.59201,100386.555,297.84747,76.00691,-0.25,47.25
1961-04-16,7.3884277,12.271088,17.746063,2.220919,3.1735666,190.34485,100027.68,307.39023,80.13905,-0.25,47.25
1961-04-17,10.089142,13.96521,17.642853,7.392093,1.5550337,167.46829,100045.15,337.42752,84.35659,-0.25,47.25
1961-04-18,7.193451,12.932678,18.287537,3.1617477,1.565851,178.49678,100654.83,327.7485,83.659904,-0.25,47.25
1961-04-19,9.305237,13.304657,17.629974,0.28213668,2.8201334,174.73904,100643.74,326.25446,81.69878,-0.25,47.25
1961-04-20,10.06723,13.19165,16.690521,2.3889616,2.7588656,137.16559,100630.4,331.29593,85.61745,-0.25,47.25
1961-04-21,11.92981,13.612244,15.73053,4.5030694,4.0513453,93.598564,100100.305,351.38187,91.59011,-0.25,47.25
1961-04-22,11.044189,12.4219055,15.136047,5.4501233,5.1626377,96.27456,99220.15,342.18835,88.07991,-0.25,47.25
1961-04-23,8.897156,12.245453,16.21103,5.711433,4.9375796,256.75464,99250.5,304.5372,80.65977,-0.25,47.25
1961-04-24,6.3794556,11.13559,15.834747,0.119354516,3.6306782,287.34387,100271.63,283.08926,73.11915,-0.25,47.25
1961-04-25,8.355988,12.046448,17.552277,6.140512,5.2192354,137.8048,99478.55,323.1144,76.39354,-0.25,47.25
1961-04-26,10.561279,12.190887,13.522308,3.0946877,7.7016015,105.02329,99625.78,340.08542,81.28758,-0.25,47.25
1961-04-27,7.7316284,12.15097,16.040985,0.52031976,2.73727,214.81563,100601.88,313.7249,73.4653,-0.25,47.25
1961-04-28,7.8258057,12.640106,17.405762,1.5154479,2.8444743,162.4543,99804.766,317.42407,80.154854,-0.25,47.25
1961-04-29,10.296967,14.048553,18.663605,2.0906417,3.0461652,254.36418,100184.42,324.41843,75.77674,-0.25,47.25
1961-04-30,9.206055,12.108795,14.974457,0.42101067,3.5544398,152.16576,100676.516,327.67172,83.913,-0.25,47.25
1961-05-01,8.188751,11.938873,14.964691,5.339452,3.5006673,164.5379,100697.13,330.91006,85.304886,-0.25,47.25
1961-05-02,12.264496,13.608978,14.554321,1.5356134,5.5680947,172.79361,100333.19,345.60788,79.67922,-0.25,47.25
1961-05-03,12.818878,15.392059,17.866547,7.299943,4.6473355,190.12564,100338.63,354.27924,83.22122,-0.25,47.25
1961-05-04,14.7435,18.756714,25.536713,1.7123868,4.727745,221.53679,100181.14,361.6588,81.18562,-0.25,47.25
1961-05-05,12.198456,15.869995,19.95465,1.1107516,3.2039292,229.38608,100444.01,330.78793,76.79234,-0.25,47.25
1961-05-06,9.49115,14.172302,19.615692,0.0,4.4032993,223.54202,101168.555,316.13712,78.83796,-0.25,47.25
1961-05-07,12.19693,13.6380005,14.860901,0.5776206,3.740707,136.62106,101465.77,349.2641,78.03789,-0.25,47.25
1961-05-08,8.386566,12.679382,16.561035,0.1689212,3.354958,200.91196,101682.8,317.7437,79.42818,-0.25,47.25
1961-05-09,7.9089966,13.004272,18.439728,0.0,3.063999,192.7611,101727.28,314.5423,75.89833,-0.25,47.25
1961-05-10,6.687317,12.83313,19.338959,0.1542738,3.5427985,247.98163,102059.52,297.98013,65.63287,-0.25,47.25
1961-05-11,4.3259583,9.029541,12.531372,0.0,4.1497393,181.85948,102234.03,301.18564,67.78852,-0.25,47.25
1961-05-12,3.332611,11.241364,18.378143,0.0,3.01698,290.03503,101908.84,291.09467,69.37465,-0.25,47.25
1961-05-13,8.113495,16.316193,23.716553,0.0,2.0441396,317.06503,101250.49,309.9191,62.79403,-0.25,47.25
1961-05-14,10.869476,15.081238,19.198761,0.14392965,3.5380075,176.49612,100857.555,327.78903,75.575424,-0.25,47.25
1961-05-15,7.248596,14.8020935,20.935944,0.0,3.2366357,273.952,100879.88,316.58603,75.13869,-0.25,47.25
1961-05-16,10.858612,14.662659,18.421234,0.14597455,5.380723,159.3989,100513.59,351.54803,74.98116,-0.25,47.25
1961-05-17,9.946289,16.009613,21.905914,0.0,4.1965795,315.19473,100885.29,313.66684,62.14842,-0.25,47.25
1961-05-18,10.234131,15.3576355,20.17978,0.0,4.440117,320.86566,101255.08,308.8962,67.46398,-0.25,47.25
1961-05-19,9.151337,14.035828,19.144989,0.0,3.2362103,295.87076,101265.63,308.16754,60.36153,-0.25,47.25
1961-05-20,7.211212,12.45813,17.158112,0.124643706,3.0410967,243.48914,100859.18,308.91687,69.963005,-0.25,47.25
1961-05-21,7.178406,11.402405,14.899292,0.0,2.8209481,192.40904,100946.56,306.30484,70.770805,-0.25,47.25
1961-05-22,5.464508,12.993561,20.06128,0.0,4.137211,331.6132,100732.234,292.79175,70.56271,-0.25,47.25
1961-05-23,8.64444,14.492706,20.686066,0.0,4.617988,331.59,100484.62,298.525,67.53034,-0.25,47.25
1961-05-24,9.25882,17.348358,24.906189,0.0,4.3129573,274.1836,100382.84,324.48282,65.38562,-0.25,47.25
1961-05-25,15.098297,17.782532,20.478302,7.8470683,2.8920856,135.01048,100095.375,358.31906,85.389114,-0.25,47.25
1961-05-26,11.86084,15.833038,20.411102,6.8988013,3.486055,179.54056,100121.516,348.65744,86.16242,-0.25,47.25
1961-05-27,9.12793,11.181641,13.483368,0.3352095,6.2664905,184.16937,100742.22,335.3556,59.136673,-0.25,47.25
1961-05-28,7.7474976,11.433563,15.232147,0.13008216,3.7727396,241.05215,100862.71,308.73215,45.608006,-0.25,47.25
1961-05-29,3.7861328,11.490448,17.420502,0.1961308,2.5493214,244.34,99999.27,299.86673,61.72021,-0.25,47.25
1961-05-30,9.785858,14.982666,20.358032,0.66462374,5.7426953,259.7623,99060.34,326.97675,52.364983,-0.25,47.25
1961-05-31,11.408752,15.799927,19.621979,12.284874,2.6677964,193.65822,98881.8,349.65076,83.51028,-0.25,47.25
1961-06-01,10.532806,14.635376,18.321686,0.0,2.74409,190.12196,99366.266,336.4916,82.583755,-0.25,47.25
1961-06-02,10.343292,13.800476,16.704956,0.0,3.0743396,177.58185,100468.42,340.85953,75.277534,-0.25,47.25
1961-06-03,9.822815,15.569183,20.610565,3.1717017,2.4578967,249.16356,101189.49,331.42422,73.63925,-0.25,47.25
1961-06-04,10.056732,16.190918,21.924133,0.44352096,2.6646304,309.77585,101362.2,318.93158,71.12723,-0.25,47.25
1961-06-05,11.331482,16.91681,22.104492,5.0828485,2.1468859,276.85712,101075.89,334.2371,78.88455,-0.25,47.25
1961-06-06,14.221588,16.137817,18.66748,6.6912513,2.1470253,136.91194,100778.6,355.07745,84.99206,-0.25,47.25
1961-06-07,12.488678,16.570435,20.658264,0.5629603,3.2384355,231.39915,100898.72,335.58463,79.09373,-0.25,47.25
1961-06-08,13.446747,15.757263,17.67923,8.968541,3.0743542,99.38162,100655.38,364.66452,91.574326,-0.25,47.25
1961-06-09,8.991119,13.221893,16.543518,1.4081341,3.8629084,152.28694,100754.04,323.5023,82.011475,-0.25,47.25
1961-06-10,9.144592,14.217712,18.12439,0.83152115,3.7333202,182.9951,100925.1,336.27667,82.130486,-0.25,47.25
1961-06-11,12.494446,15.873688,18.3302,1.6043578,4.4730754,132.14032,100679.2,367.75537,82.521454,-0.25,47.25
1961-06-12,10.126709,14.325073,17.367065,1.035492,4.5355263,135.21298,100541.03,344.95444,82.54758,-0.25,47.25
1961-06-13,13.308136,16.348297,18.673462,0.6481649,4.537581,237.23718,100389.586,351.1281,71.10155,-0.25,47.25
1961-06-14,10.23465,15.743835,19.637695,0.0,2.475224,195.83578,100967.695,341.29947,69.09715,-0.25,47.25
1961-06-15,10.336334,17.22641,23.364227,0.0,2.6259282,303.78833,100964.18,326.0572,66.19085,-0.25,47.25
1961-06-16,11.919952,19.424683,25.070496,0.0,1.0303687,232.34677,101219.94,352.87073,60.38821,-0.25,47.25
1961-06-17,14.012878,19.986633,25.165955,0.0,1.4678887,230.33717,101320.664,349.46466,59.505066,-0.25,47.25
1961-06-18,14.802948,19.986542,23.960022,0.0,1.9645866,184.2468,101290.75,368.32718,79.71553,-0.25,47.25
1961-06-19,16.856323,18.96054,22.142273,0.94129163,3.178286,133.7576,101535.0,386.31146,86.3481,-0.25,47.25
1961-06-20,16.250946,19.95523,24.399384,0.13117088,4.329199,196.60837,101397.234,376.29434,82.97652,-0.25,47.25
1961-06-21,17.066223,21.107666,25.783997,0.0,3.9828453,234.61696,101255.414,368.01834,77.951256,-0.25,47.25
1961-06-22,16.53891,20.416016,24.356964,0.0,2.6232734,196.0482,101110.14,368.88034,77.27807,-0.25,47.25
1961-06-23,12.766205,19.331696,25.390686,0.0,2.9691892,337.20093,101386.516,334.16403,66.24076,-0.25,47.25
1961-06-24,14.603485,20.856995,26.473816,0.0,2.1146839,314.74564,101186.19,348.6955,63.362656,-0.25,47.25
1961-06-25,16.3013,24.963745,33.132294,0.84288913,2.2197978,314.84976,100709.54,378.7428,67.3703,-0.25,47.25
1961-06-26,20.326141,22.833954,24.644348,0.70547223,3.70523,146.40047,100211.516,398.67047,86.22503,-0.25,47.25
1961-06-27,16.796234,19.07257,21.052612,1.051093,1.6481845,180.80229,100770.32,380.42667,67.39412,-0.25,47.25
1961-06-28,11.332184,18.070862,23.961243,0.0,2.8193383,281.28275,101826.87,332.55637,60.73579,-0.25,47.25
1961-06-29,14.132629,21.018646,27.771576,0.0,3.6012845,342.7975,101657.61,333.345,58.200356,-0.25,47.25
1961-06-30,17.251831,25.256561,33.083282,0.0,1.880367,308.69348,101250.63,367.98508,56.487305,-0.25,47.25
1961-07-01,19.153778,27.90567,34.997284,0.0,1.5896767,283.75995,101104.19,391.7589,49.34775,-0.25,47.25
1961-07-02,22.218628,26.40564,31.584503,4.7192206,3.178855,309.10397,101056.45,388.50385,59.72847,-0.25,47.25
1961-07-03,19.156128,20.847382,22.674652,0.2705114,3.2689767,151.31595,101549.49,388.73666,78.96628,-0.25,47.25
1961-07-04,11.889191,16.576263,20.764404,0.34110886,4.0735784,221.37369,101383.15,330.34998,66.5868,-0.25,47.25
1961-07-05,10.185089,15.772644,20.480133,0.0,3.3816652,248.53937,101500.67,317.17285,65.242676,-0.25,47.25
1961-07-06,9.263611,15.855286,21.53064,0.0,3.138877,324.9362,101436.17,316.32193,64.30147,-0.25,47.25
1961-07-07,11.745941,18.372162,23.856201,0.0,2.790379,224.78717,101426.914,343.6357,66.57959,-0.25,47.25
1961-07-08,13.08252,19.569305,25.748657,0.0,2.7727184,329.08316,101454.68,336.9924,64.26198,-0.25,47.25
1961-07-09,15.034302,18.34018,21.917511,0.9323474,1.9044471,120.29469,101172.51,374.3117,86.492355,-0.25,47.25
1961-07-10,14.691254,19.689178,24.038177,0.25874585,1.3200146,212.68741,100620.016,370.57474,70.78706,-0.25,47.25
1961-07-11,13.996857,20.460846,25.261475,0.0,1.5578816,298.65967,100092.164,356.04135,57.18877,-0.25,47.25
1961-07-12,13.023224,18.509338,22.848602,3.480582,6.538383,192.29486,99150.66,361.0735,67.41748,-0.25,47.25
1961-07-13,15.197235,16.560028,17.475342,5.275143,7.4963646,130.90857,99868.22,372.1827,71.839645,-0.25,47.25
1961-07-14,14.131775,17.493317,21.89746,6.4295096,5.385939,217.46376,99877.516,351.3367,67.26165,-0.25,47.25
1961-07-15,11.939667,15.397064,17.835236,0.47807762,7.1275163,130.07144,100298.89,341.05716,65.52969,-0.25,47.25
1961-07-16,15.16391,16.431458,17.929749,5.468839,5.595737,103.35018,100548.266,380.30396,86.15016,-0.25,47.25
1961-07-17,13.769928,16.757416,19.441986,3.3056648,3.9144843,149.91432,101042.43,365.56143,80.142586,-0.25,47.25
1961-07-18,16.54303,18.199585,21.226135,20.38705,4.969129,159.36682,100414.52,382.41983,88.90551,-0.25,47.25
1961-07-19,16.575378,19.49115,23.585968,12.59248,1.4581225,198.82808,100218.195,381.95056,85.94076,-0.25,47.25
1961-07-20,14.723206,19.043488,23.601837,0.6589521,1.5617833,199.67818,100596.086,366.93155,77.13864,-0.25,47.25
1961-07-21,15.234161,18.803192,23.16858,0.27631027,2.169843,196.19518,100890.37,357.71707,76.25555,-0.25,47.25
1961-07-22,14.862793,18.473267,23.141144,3.924308,2.0850885,202.96078,100752.22,359.3263,77.87938,-0.25,47.25
1961-07-23,12.399719,18.01889,22.998993,0.0,4.0237155,296.06216,101003.85,336.17493,74.18496,-0.25,47.25
1961-07-24,12.290344,18.064209,23.379303,0.0,4.1038733,316.7381,101435.89,326.20108,69.353546,-0.25,47.25
1961-07-25,12.471649,19.9534,27.25943,0.0,2.6479452,286.4236,101649.17,339.10852,64.75933,-0.25,47.25
1961-07-26,14.75238,21.566498,28.2128,0.0,1.9898272,305.55328,101241.21,350.7311,61.651825,-0.25,47.25
1961-07-27,15.9288025,19.762177,23.41977,0.974376,4.3346205,158.92068,100701.58,375.40442,82.21208,-0.25,47.25
1961-07-28,15.71521,17.771027,19.03424,5.725038,5.035993,79.89763,100423.71,385.69983,87.653885,-0.25,47.25
1961-07-29,10.628357,16.430603,22.263702,0.0,2.4807737,316.16626,101254.38,314.6479,69.26881,-0.25,47.25
1961-07-30,10.845917,16.489777,22.037933,0.0,3.3917847,316.57877,101385.76,311.42816,67.96462,-0.25,47.25
1961-07-31,10.955505,17.649353,24.021088,0.0,3.5793064,309.7762,101154.28,317.1604,67.56612,-0.25,47.25
1961-08-01,12.588318,19.646759,26.817627,0.0,2.7348483,306.8626,100904.47,330.6216,63.095314,-0.25,47.25
1961-08-02,12.304108,15.945831,19.593018,0.34341174,3.1245503,212.41435,101168.18,330.15598,70.85681,-0.25,47.25
1961-08-03,8.546082,16.243042,22.93695,0.0,1.7176632,285.36203,101522.81,316.23364,67.408455,-0.25,47.25
1961-08-04,9.897064,18.556152,25.750458,0.0,1.6870028,281.81747,101310.766,341.46027,67.52508,-0.25,47.25
1961-08-05,16.572601,22.008575,28.809967,0.0,3.3160236,272.5927,100589.82,352.3671,58.607853,-0.25,47.25
1961-08-06,14.715332,17.555725,19.963196,3.2142413,1.718769,106.309006,100586.93,361.17477,86.72204,-0.25,47.25
1961-08-07,11.0616455,17.5242,22.900085,0.23266378,1.7112596,144.82935,100439.164,351.7915,72.238335,-0.25,47.25
1961-08-08,15.179993,20.120422,22.457367,0.7898418,5.3125625,217.70247,100447.8,358.2935,67.88492,-0.25,47.25
1961-08-09,12.139343,17.140625,22.6008,0.14814472,2.249889,189.02795,101121.2,335.53296,74.08014,-0.25,47.25
1961-08-10,12.295471,17.899292,23.360199,0.0,2.430458,266.03397,100976.305,333.13052,65.44789,-0.25,47.25
1961-08-11,12.976501,17.607391,22.127441,0.4769465,2.7758863,183.60704,101067.53,341.96484,74.071625,-0.25,47.25
1961-08-12,10.94046,17.294006,23.45105,0.104138896,2.1049745,287.05798,101362.33,325.00623,71.7494,-0.25,47.25
